proteinIDA,proteinIDB,interfaceA,interfaceB,clusterIDA,clusterIDB,entryID
7U05-1-j-8-10955,7U05-1-k-9-3479,/data4/hfxie/Dataset/Interfaces/7U05/1/j-k-j,/data4/hfxie/Dataset/Interfaces/7U05/1/j-k-k,10955,3479,7U05
7U05-1-H-7-4977,7U05-1-J-8-10955,/data4/hfxie/Dataset/Interfaces/7U05/1/H-J-H,/data4/hfxie/Dataset/Interfaces/7U05/1/H-J-J,4977,10955,7U05
7U05-1-J-8-10955,7U05-1-A-12-5582,/data4/hfxie/Dataset/Interfaces/7U05/1/J-A-J,/data4/hfxie/Dataset/Interfaces/7U05/1/J-A-A,10955,5582,7U05
7U05-1-J-8-10955,7U05-1-L-10-3526,/data4/hfxie/Dataset/Interfaces/7U05/1/J-L-J,/data4/hfxie/Dataset/Interfaces/7U05/1/J-L-L,10955,3526,7U05
7U05-1-d-3-1315,7U05-1-b-11-10543,/data4/hfxie/Dataset/Interfaces/7U05/1/d-b-d,/data4/hfxie/Dataset/Interfaces/7U05/1/d-b-b,1315,10543,7U05
7U05-1-m-1-8464,7U05-1-b-11-10543,/data4/hfxie/Dataset/Interfaces/7U05/1/m-b-m,/data4/hfxie/Dataset/Interfaces/7U05/1/m-b-b,8464,10543,7U05
7U05-1-B-11-10543,7U05-1-A-12-5582,/data4/hfxie/Dataset/Interfaces/7U05/1/B-A-B,/data4/hfxie/Dataset/Interfaces/7U05/1/B-A-A,10543,5582,7U05
7U05-1-H-7-4977,7U05-1-I-5-4606,/data4/hfxie/Dataset/Interfaces/7U05/1/H-I-H,/data4/hfxie/Dataset/Interfaces/7U05/1/H-I-I,4977,4606,7U05
7U05-1-H-7-4977,7U05-1-L-10-3526,/data4/hfxie/Dataset/Interfaces/7U05/1/H-L-H,/data4/hfxie/Dataset/Interfaces/7U05/1/H-L-L,4977,3526,7U05
7U05-1-E-4-13181,7U05-1-F-5-4606,/data4/hfxie/Dataset/Interfaces/7U05/1/E-F-E,/data4/hfxie/Dataset/Interfaces/7U05/1/E-F-F,13181,4606,7U05
7U05-1-E-4-13181,7U05-1-G-6-6376,/data4/hfxie/Dataset/Interfaces/7U05/1/E-G-E,/data4/hfxie/Dataset/Interfaces/7U05/1/E-G-G,13181,6376,7U05
7E8T-1-B-5-13181,7E8T-1-A-9-1315,/data4/hfxie/Dataset/Interfaces/7E8T/1/B-A-B,/data4/hfxie/Dataset/Interfaces/7E8T/1/B-A-A,13181,1315,7E8T
1KYI-1-C-1-10078,1KYI-1-I-2-11577,/data4/hfxie/Dataset/Interfaces/1KYI/1/C-I-C,/data4/hfxie/Dataset/Interfaces/1KYI/1/C-I-I,10078,11577,1KYI
1OFH-1-A-1-9935,1OFH-1-G-2-11577,/data4/hfxie/Dataset/Interfaces/1OFH/1/A-G-A,/data4/hfxie/Dataset/Interfaces/1OFH/1/A-G-G,9935,11577,1OFH
8YY5-1-A-1-1754,8YY5-1-C-3-6918,/data4/hfxie/Dataset/Interfaces/8YY5/1/A-C-A,/data4/hfxie/Dataset/Interfaces/8YY5/1/A-C-C,1754,6918,8YY5
3FGC-2-C-1-4372,3FGC-2-D-2-6286,/data4/hfxie/Dataset/Interfaces/3FGC/2/C-D-C,/data4/hfxie/Dataset/Interfaces/3FGC/2/C-D-D,4372,6286,3FGC
3VRA-1-C-3-5064,3VRA-1-D-4-1392,/data4/hfxie/Dataset/Interfaces/3VRA/1/C-D-C,/data4/hfxie/Dataset/Interfaces/3VRA/1/C-D-D,5064,1392,3VRA
4CI0-1-A-1-7391,4CI0-1-B-2-7231,/data4/hfxie/Dataset/Interfaces/4CI0/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4CI0/1/A-B-B,7391,7231,4CI0
4OMF-1-A-2-7391,4OMF-1-B-3-10578,/data4/hfxie/Dataset/Interfaces/4OMF/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4OMF/1/A-B-B,7391,10578,4OMF
4OMF-1-G-1-7231,4OMF-1-B-3-10578,/data4/hfxie/Dataset/Interfaces/4OMF/1/G-B-G,/data4/hfxie/Dataset/Interfaces/4OMF/1/G-B-B,7231,10578,4OMF
7PWX-2-MMM-1-10079,7PWX-2-CCC-2-9327,/data4/hfxie/Dataset/Interfaces/7PWX/2/MMM-CCC-MMM,/data4/hfxie/Dataset/Interfaces/7PWX/2/MMM-CCC-CCC,10079,9327,7PWX
5ENR-1-C-1-6663,5ENR-1-E-2-8072,/data4/hfxie/Dataset/Interfaces/5ENR/1/C-E-C,/data4/hfxie/Dataset/Interfaces/5ENR/1/C-E-E,6663,8072,5ENR
4HRL-1-C-1-4889,4HRL-1-A-2-8072,/data4/hfxie/Dataset/Interfaces/4HRL/1/C-A-C,/data4/hfxie/Dataset/Interfaces/4HRL/1/C-A-A,4889,8072,4HRL
9R8B-1-A-1-4424,9R8B-1-C-2-8072,/data4/hfxie/Dataset/Interfaces/9R8B/1/A-C-A,/data4/hfxie/Dataset/Interfaces/9R8B/1/A-C-C,4424,8072,9R8B
7RPK-1-A-1-6722,7RPK-1-H-2-5789,/data4/hfxie/Dataset/Interfaces/7RPK/1/A-H-A,/data4/hfxie/Dataset/Interfaces/7RPK/1/A-H-H,6722,5789,7RPK
9KVH-1-B-2-4387,9KVH-1-R-5-7232,/data4/hfxie/Dataset/Interfaces/9KVH/1/B-R-B,/data4/hfxie/Dataset/Interfaces/9KVH/1/B-R-R,4387,7232,9KVH
3CQC-1-A-1-7091,3CQC-1-B-2-11023,/data4/hfxie/Dataset/Interfaces/3CQC/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3CQC/1/A-B-B,7091,11023,3CQC
2IJO-1-A-1-8363,2IJO-1-I-3-4358,/data4/hfxie/Dataset/Interfaces/2IJO/1/A-I-A,/data4/hfxie/Dataset/Interfaces/2IJO/1/A-I-I,8363,4358,2IJO
2IJO-1-A-1-8363,2IJO-1-B-2-12750,/data4/hfxie/Dataset/Interfaces/2IJO/1/A-B-A,/data4/hfxie/Dataset/Interfaces/2IJO/1/A-B-B,8363,12750,2IJO
2IJO-1-B-2-12750,2IJO-1-I-3-4358,/data4/hfxie/Dataset/Interfaces/2IJO/1/B-I-B,/data4/hfxie/Dataset/Interfaces/2IJO/1/B-I-I,12750,4358,2IJO
7HOK-1-A-1-4910,7HOK-1-B-2-12750,/data4/hfxie/Dataset/Interfaces/7HOK/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7HOK/1/A-B-B,4910,12750,7HOK
6XRW-1-A-1-4995,6XRW-1-B-2-2116,/data4/hfxie/Dataset/Interfaces/6XRW/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6XRW/1/A-B-B,4995,2116,6XRW
8EMY-1-E-1-7071,8EMY-1-L-2-4425,/data4/hfxie/Dataset/Interfaces/8EMY/1/E-L-E,/data4/hfxie/Dataset/Interfaces/8EMY/1/E-L-L,7071,4425,8EMY
6EWB-1-B-1-7071,6EWB-1-H-2-6917,/data4/hfxie/Dataset/Interfaces/6EWB/1/B-H-B,/data4/hfxie/Dataset/Interfaces/6EWB/1/B-H-H,7071,6917,6EWB
8VKX-1-L-2-2582,8VKX-1-A-3-7071,/data4/hfxie/Dataset/Interfaces/8VKX/1/L-A-L,/data4/hfxie/Dataset/Interfaces/8VKX/1/L-A-A,2582,7071,8VKX
8E73-1-5M-17-10730,8E73-1-BJ-38-3744,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-BJ-5M,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-BJ-BJ,10730,3744,8E73
8BQ5-1-L-12-10730,8BQ5-1-m-38-2611,/data4/hfxie/Dataset/Interfaces/8BQ5/1/L-m-L,/data4/hfxie/Dataset/Interfaces/8BQ5/1/L-m-m,10730,2611,8BQ5
8BQ6-1-L-12-10730,8BQ6-1-j-35-586,/data4/hfxie/Dataset/Interfaces/8BQ6/1/L-j-L,/data4/hfxie/Dataset/Interfaces/8BQ6/1/L-j-j,10730,586,8BQ6
8BEH-1-L-1-10730,8BEH-1-n-11-708,/data4/hfxie/Dataset/Interfaces/8BEH/1/L-n-L,/data4/hfxie/Dataset/Interfaces/8BEH/1/L-n-n,10730,708,8BEH
8BQ6-1-L-12-10730,8BQ6-1-o-40-4060,/data4/hfxie/Dataset/Interfaces/8BQ6/1/L-o-L,/data4/hfxie/Dataset/Interfaces/8BQ6/1/L-o-o,10730,4060,8BQ6
8BPX-1-L-12-10730,8BPX-1-Y-25-7177,/data4/hfxie/Dataset/Interfaces/8BPX/1/L-Y-L,/data4/hfxie/Dataset/Interfaces/8BPX/1/L-Y-Y,10730,7177,8BPX
8E73-1-5M-17-10730,8E73-1-6M-18-8262,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-6M-5M,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-6M-6M,10730,8262,8E73
8E73-1-2M-13-4351,8E73-1-5M-17-10730,/data4/hfxie/Dataset/Interfaces/8E73/1/2M-5M-2M,/data4/hfxie/Dataset/Interfaces/8E73/1/2M-5M-5M,4351,10730,8E73
8E73-1-5M-17-10730,8E73-1-FD-40-6852,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-FD-5M,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-FD-FD,10730,6852,8E73
8BQ5-1-K-11-9909,8BQ5-1-L-12-10730,/data4/hfxie/Dataset/Interfaces/8BQ5/1/K-L-K,/data4/hfxie/Dataset/Interfaces/8BQ5/1/K-L-L,9909,10730,8BQ5
7AR7-1-L-12-10730,7AR7-1-l-35-6044,/data4/hfxie/Dataset/Interfaces/7AR7/1/L-l-L,/data4/hfxie/Dataset/Interfaces/7AR7/1/L-l-l,10730,6044,7AR7
8E73-1-5M-17-10730,8E73-1-B7-35-1617,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-B7-5M,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-B7-B7,10730,1617,8E73
7AR7-1-L-12-10730,7AR7-1-j-33-1264,/data4/hfxie/Dataset/Interfaces/7AR7/1/L-j-L,/data4/hfxie/Dataset/Interfaces/7AR7/1/L-j-j,10730,1264,7AR7
8E73-1-5M-17-10730,8E73-1-C1-56-12799,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-C1-5M,/data4/hfxie/Dataset/Interfaces/8E73/1/5M-C1-C1,10730,12799,8E73
8BQ5-1-c-29-12799,8BQ5-1-p-41-3744,/data4/hfxie/Dataset/Interfaces/8BQ5/1/c-p-c,/data4/hfxie/Dataset/Interfaces/8BQ5/1/c-p-p,12799,3744,8BQ5
8E73-1-B9-37-708,8E73-1-C1-56-12799,/data4/hfxie/Dataset/Interfaces/8E73/1/B9-C1-B9,/data4/hfxie/Dataset/Interfaces/8E73/1/B9-C1-C1,708,12799,8E73
8E73-1-4M-15-12057,8E73-1-C1-56-12799,/data4/hfxie/Dataset/Interfaces/8E73/1/4M-C1-4M,/data4/hfxie/Dataset/Interfaces/8E73/1/4M-C1-C1,12057,12799,8E73
7AR7-1-c-27-12799,7AR7-1-g-31-11244,/data4/hfxie/Dataset/Interfaces/7AR7/1/c-g-c,/data4/hfxie/Dataset/Interfaces/7AR7/1/c-g-g,12799,11244,7AR7
7ARB-1-j-34-586,7ARB-1-o-39-4060,/data4/hfxie/Dataset/Interfaces/7ARB/1/j-o-j,/data4/hfxie/Dataset/Interfaces/7ARB/1/j-o-o,586,4060,7ARB
8BQ5-1-o-40-4060,8BQ5-1-p-41-3744,/data4/hfxie/Dataset/Interfaces/8BQ5/1/o-p-o,/data4/hfxie/Dataset/Interfaces/8BQ5/1/o-p-p,4060,3744,8BQ5
1Y4A-1-E-1-1782,1Y4A-1-I-2-454,/data4/hfxie/Dataset/Interfaces/1Y4A/1/E-I-E,/data4/hfxie/Dataset/Interfaces/1Y4A/1/E-I-I,1782,454,1Y4A
8DEY-2-D-1-11476,8DEY-2-E-2-1670,/data4/hfxie/Dataset/Interfaces/8DEY/2/D-E-D,/data4/hfxie/Dataset/Interfaces/8DEY/2/D-E-E,11476,1670,8DEY
8U15-2-D-1-11476,8U15-2-F-3-11133,/data4/hfxie/Dataset/Interfaces/8U15/2/D-F-D,/data4/hfxie/Dataset/Interfaces/8U15/2/D-F-F,11476,11133,8U15
8DEY-2-D-1-11476,8DEY-2-F-3-2845,/data4/hfxie/Dataset/Interfaces/8DEY/2/D-F-D,/data4/hfxie/Dataset/Interfaces/8DEY/2/D-F-F,11476,2845,8DEY
8OIZ-1-A-1-5300,8OIZ-1-B-2-11476,/data4/hfxie/Dataset/Interfaces/8OIZ/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8OIZ/1/A-B-B,5300,11476,8OIZ
8RQ9-2-D-2-2099,8RQ9-2-C-1-11476,/data4/hfxie/Dataset/Interfaces/8RQ9/2/D-C-D,/data4/hfxie/Dataset/Interfaces/8RQ9/2/D-C-C,2099,11476,8RQ9
6C23-1-N-5-9505,6C23-1-Z-8-1316,/data4/hfxie/Dataset/Interfaces/6C23/1/N-Z-N,/data4/hfxie/Dataset/Interfaces/6C23/1/N-Z-Z,9505,1316,6C23
7Y5U-1-D-2-3025,7Y5U-1-C-4-9505,/data4/hfxie/Dataset/Interfaces/7Y5U/1/D-C-D,/data4/hfxie/Dataset/Interfaces/7Y5U/1/D-C-C,3025,9505,7Y5U
6G16-1-A-1-9505,6G16-1-B-2-7452,/data4/hfxie/Dataset/Interfaces/6G16/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6G16/1/A-B-B,9505,7452,6G16
5WAI-1-A-1-9505,5WAI-1-C-3-6103,/data4/hfxie/Dataset/Interfaces/5WAI/1/A-C-A,/data4/hfxie/Dataset/Interfaces/5WAI/1/A-C-C,9505,6103,5WAI
7Y5U-1-E-3-6750,7Y5U-1-C-4-9505,/data4/hfxie/Dataset/Interfaces/7Y5U/1/E-C-E,/data4/hfxie/Dataset/Interfaces/7Y5U/1/E-C-C,6750,9505,7Y5U
7BBD-1-A-3-4583,7BBD-1-C-4-4737,/data4/hfxie/Dataset/Interfaces/7BBD/1/A-C-A,/data4/hfxie/Dataset/Interfaces/7BBD/1/A-C-C,4583,4737,7BBD
2C2V-1-B-1-4737,2C2V-1-S-3-1138,/data4/hfxie/Dataset/Interfaces/2C2V/1/B-S-B,/data4/hfxie/Dataset/Interfaces/2C2V/1/B-S-S,4737,1138,2C2V
3VON-13-c-1-3391,3VON-13-e-3-4737,/data4/hfxie/Dataset/Interfaces/3VON/13/c-e-c,/data4/hfxie/Dataset/Interfaces/3VON/13/c-e-e,3391,4737,3VON
5VO0-1-D-1-986,5VO0-1-E-2-4737,/data4/hfxie/Dataset/Interfaces/5VO0/1/D-E-D,/data4/hfxie/Dataset/Interfaces/5VO0/1/D-E-E,986,4737,5VO0
4DHZ-1-A-1-4468,4DHZ-1-F-4-4737,/data4/hfxie/Dataset/Interfaces/4DHZ/1/A-F-A,/data4/hfxie/Dataset/Interfaces/4DHZ/1/A-F-F,4468,4737,4DHZ
3E95-1-B-1-4737,3E95-1-C-2-4352,/data4/hfxie/Dataset/Interfaces/3E95/1/B-C-B,/data4/hfxie/Dataset/Interfaces/3E95/1/B-C-C,4737,4352,3E95
6S53-1-C-1-4737,6S53-1-A-3-908,/data4/hfxie/Dataset/Interfaces/6S53/1/C-A-C,/data4/hfxie/Dataset/Interfaces/6S53/1/C-A-A,4737,908,6S53
5MU3-1-A-1-10579,5MU3-1-B-2-7092,/data4/hfxie/Dataset/Interfaces/5MU3/1/A-B-A,/data4/hfxie/Dataset/Interfaces/5MU3/1/A-B-B,10579,7092,5MU3
1QLB-1-A-1-10080,1QLB-1-B-2-1173,/data4/hfxie/Dataset/Interfaces/1QLB/1/A-B-A,/data4/hfxie/Dataset/Interfaces/1QLB/1/A-B-B,10080,1173,1QLB
2BS2-1-E-2-1173,2BS2-1-F-3-6919,/data4/hfxie/Dataset/Interfaces/2BS2/1/E-F-E,/data4/hfxie/Dataset/Interfaces/2BS2/1/E-F-F,1173,6919,2BS2
3CNQ-1-P-1-11973,3CNQ-1-S-2-1782,/data4/hfxie/Dataset/Interfaces/3CNQ/1/P-S-P,/data4/hfxie/Dataset/Interfaces/3CNQ/1/P-S-S,11973,1782,3CNQ
4UAD-1-A-1-2113,4UAD-1-E-2-4569,/data4/hfxie/Dataset/Interfaces/4UAD/1/A-E-A,/data4/hfxie/Dataset/Interfaces/4UAD/1/A-E-E,2113,4569,4UAD
4UAF-1-B-1-492,4UAF-1-E-2-4569,/data4/hfxie/Dataset/Interfaces/4UAF/1/B-E-B,/data4/hfxie/Dataset/Interfaces/4UAF/1/B-E-E,492,4569,4UAF
1XEW-1-X-1-10081,1XEW-1-Y-2-5659,/data4/hfxie/Dataset/Interfaces/1XEW/1/X-Y-X,/data4/hfxie/Dataset/Interfaces/1XEW/1/X-Y-Y,10081,5659,1XEW
6PFN-1-A-1-12179,6PFN-1-B-2-8352,/data4/hfxie/Dataset/Interfaces/6PFN/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6PFN/1/A-B-B,12179,8352,6PFN
7JFP-1-A-1-12179,7JFP-1-B-2-3325,/data4/hfxie/Dataset/Interfaces/7JFP/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7JFP/1/A-B-B,12179,3325,7JFP
6ZR5-1-A-1-4283,6ZR5-1-C-2-2117,/data4/hfxie/Dataset/Interfaces/6ZR5/1/A-C-A,/data4/hfxie/Dataset/Interfaces/6ZR5/1/A-C-C,4283,2117,6ZR5
4YR8-2-A-1-4283,4YR8-2-B-2-2470,/data4/hfxie/Dataset/Interfaces/4YR8/2/A-B-A,/data4/hfxie/Dataset/Interfaces/4YR8/2/A-B-B,4283,2470,4YR8
6VTM-1-A-1-9048,6VTM-1-B-2-7185,/data4/hfxie/Dataset/Interfaces/6VTM/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6VTM/1/A-B-B,9048,7185,6VTM
7E36-1-A-1-7478,7E36-1-B-2-7392,/data4/hfxie/Dataset/Interfaces/7E36/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7E36/1/A-B-B,7478,7392,7E36
8WHL-2-C-1-11343,8WHL-2-G-2-10082,/data4/hfxie/Dataset/Interfaces/8WHL/2/C-G-C,/data4/hfxie/Dataset/Interfaces/8WHL/2/C-G-G,11343,10082,8WHL
8WHH-1-D-1-11343,8WHH-1-H-2-10966,/data4/hfxie/Dataset/Interfaces/8WHH/1/D-H-D,/data4/hfxie/Dataset/Interfaces/8WHH/1/D-H-H,11343,10966,8WHH
8WHK-1-A-1-11343,8WHK-1-B-2-8757,/data4/hfxie/Dataset/Interfaces/8WHK/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8WHK/1/A-B-B,11343,8757,8WHK
6I9E-1-C-1-13223,6I9E-1-I-2-1900,/data4/hfxie/Dataset/Interfaces/6I9E/1/C-I-C,/data4/hfxie/Dataset/Interfaces/6I9E/1/C-I-I,13223,1900,6I9E
1V5I-1-A-1-1782,1V5I-1-B-2-3480,/data4/hfxie/Dataset/Interfaces/1V5I/1/A-B-A,/data4/hfxie/Dataset/Interfaces/1V5I/1/A-B-B,1782,3480,1V5I
1N4X-2-M-1-2677,1N4X-2-I-2-2796,/data4/hfxie/Dataset/Interfaces/1N4X/2/M-I-M,/data4/hfxie/Dataset/Interfaces/1N4X/2/M-I-I,2677,2796,1N4X
8WZ3-1-D-1-2796,8WZ3-1-A-3-1036,/data4/hfxie/Dataset/Interfaces/8WZ3/1/D-A-D,/data4/hfxie/Dataset/Interfaces/8WZ3/1/D-A-A,2796,1036,8WZ3
8DWY-1-P-2-241,8DWY-1-H-4-2796,/data4/hfxie/Dataset/Interfaces/8DWY/1/P-H-P,/data4/hfxie/Dataset/Interfaces/8DWY/1/P-H-H,241,2796,8DWY
4IRU-1-A-1-1109,4IRU-1-B-2-7816,/data4/hfxie/Dataset/Interfaces/4IRU/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4IRU/1/A-B-B,1109,7816,4IRU
6SKU-1-A-1-5699,6SKU-1-B-2-7816,/data4/hfxie/Dataset/Interfaces/6SKU/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6SKU/1/A-B-B,5699,7816,6SKU
4FMD-2-C-1-5366,4FMD-2-D-2-7816,/data4/hfxie/Dataset/Interfaces/4FMD/2/C-D-C,/data4/hfxie/Dataset/Interfaces/4FMD/2/C-D-D,5366,7816,4FMD
2WWX-1-A-1-7816,2WWX-1-B-2-841,/data4/hfxie/Dataset/Interfaces/2WWX/1/A-B-A,/data4/hfxie/Dataset/Interfaces/2WWX/1/A-B-B,7816,841,2WWX
8ALK-1-A-1-7785,8ALK-1-B-2-7816,/data4/hfxie/Dataset/Interfaces/8ALK/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8ALK/1/A-B-B,7785,7816,8ALK
4FMB-4-A-1-5740,4FMB-4-B-2-7816,/data4/hfxie/Dataset/Interfaces/4FMB/4/A-B-A,/data4/hfxie/Dataset/Interfaces/4FMB/4/A-B-B,5740,7816,4FMB
4HLQ-1-A-1-1954,4HLQ-1-B-2-7816,/data4/hfxie/Dataset/Interfaces/4HLQ/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4HLQ/1/A-B-B,1954,7816,4HLQ
7KMT-1-H-1-4977,7KMT-1-A-7-7816,/data4/hfxie/Dataset/Interfaces/7KMT/1/H-A-H,/data4/hfxie/Dataset/Interfaces/7KMT/1/H-A-A,4977,7816,7KMT
3CUE-2-K-4-4606,3CUE-2-L-5-7816,/data4/hfxie/Dataset/Interfaces/3CUE/2/K-L-K,/data4/hfxie/Dataset/Interfaces/3CUE/2/K-L-L,4606,7816,3CUE
7KMT-1-G-3-6376,7KMT-1-A-7-7816,/data4/hfxie/Dataset/Interfaces/7KMT/1/G-A-G,/data4/hfxie/Dataset/Interfaces/7KMT/1/G-A-A,6376,7816,7KMT
4JVS-1-A-1-6077,4JVS-1-B-2-7816,/data4/hfxie/Dataset/Interfaces/4JVS/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4JVS/1/A-B-B,6077,7816,4JVS
3TKL-1-A-1-7816,3TKL-1-B-2-7773,/data4/hfxie/Dataset/Interfaces/3TKL/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3TKL/1/A-B-B,7816,7773,3TKL
9MHG-1-B-2-4401,9MHG-1-E-5-7816,/data4/hfxie/Dataset/Interfaces/9MHG/1/B-E-B,/data4/hfxie/Dataset/Interfaces/9MHG/1/B-E-E,4401,7816,9MHG
8SE7-1-B-1-13429,8SE7-1-X-2-4658,/data4/hfxie/Dataset/Interfaces/8SE7/1/B-X-B,/data4/hfxie/Dataset/Interfaces/8SE7/1/B-X-X,13429,4658,8SE7
7SJN-1-B-1-13429,7SJN-1-D-2-5196,/data4/hfxie/Dataset/Interfaces/7SJN/1/B-D-B,/data4/hfxie/Dataset/Interfaces/7SJN/1/B-D-D,13429,5196,7SJN
7SJN-1-B-1-13429,7SJN-1-E-3-10418,/data4/hfxie/Dataset/Interfaces/7SJN/1/B-E-B,/data4/hfxie/Dataset/Interfaces/7SJN/1/B-E-E,13429,10418,7SJN
7SJO-1-A-1-13429,7SJO-1-H-2-7300,/data4/hfxie/Dataset/Interfaces/7SJO/1/A-H-A,/data4/hfxie/Dataset/Interfaces/7SJO/1/A-H-H,13429,7300,7SJO
7SJO-1-A-1-13429,7SJO-1-L-3-11149,/data4/hfxie/Dataset/Interfaces/7SJO/1/A-L-A,/data4/hfxie/Dataset/Interfaces/7SJO/1/A-L-L,13429,11149,7SJO
6U08-2-C-1-224,6U08-2-D-2-7094,/data4/hfxie/Dataset/Interfaces/6U08/2/C-D-C,/data4/hfxie/Dataset/Interfaces/6U08/2/C-D-D,224,7094,6U08
7T09-1-A-1-10083,7T09-1-B-2-12430,/data4/hfxie/Dataset/Interfaces/7T09/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7T09/1/A-B-B,10083,12430,7T09
9LQ2-1-A-1-6920,9LQ2-1-F-2-10107,/data4/hfxie/Dataset/Interfaces/9LQ2/1/A-F-A,/data4/hfxie/Dataset/Interfaces/9LQ2/1/A-F-F,6920,10107,9LQ2
5NMV-1-H-2-7300,5NMV-1-K-3-10688,/data4/hfxie/Dataset/Interfaces/5NMV/1/H-K-H,/data4/hfxie/Dataset/Interfaces/5NMV/1/H-K-K,7300,10688,5NMV
6OQS-1-B-2-1152,6OQS-1-Y-3-4441,/data4/hfxie/Dataset/Interfaces/6OQS/1/B-Y-B,/data4/hfxie/Dataset/Interfaces/6OQS/1/B-Y-Y,1152,4441,6OQS
6PQV-1-W-1-6921,6PQV-1-C-2-1152,/data4/hfxie/Dataset/Interfaces/6PQV/1/W-C-W,/data4/hfxie/Dataset/Interfaces/6PQV/1/W-C-C,6921,1152,6PQV
8DBT-1-W-5-6921,8DBT-1-Y-7-4441,/data4/hfxie/Dataset/Interfaces/8DBT/1/W-Y-W,/data4/hfxie/Dataset/Interfaces/8DBT/1/W-Y-Y,6921,4441,8DBT
8DBU-1-F-2-6637,8DBU-1-W-6-6921,/data4/hfxie/Dataset/Interfaces/8DBU/1/F-W-F,/data4/hfxie/Dataset/Interfaces/8DBU/1/F-W-W,6637,6921,8DBU
8DBT-1-H-4-5788,8DBT-1-S-6-4442,/data4/hfxie/Dataset/Interfaces/8DBT/1/H-S-H,/data4/hfxie/Dataset/Interfaces/8DBT/1/H-S-S,5788,4442,8DBT
3OAA-2-K-1-1152,3OAA-2-P-4-5788,/data4/hfxie/Dataset/Interfaces/3OAA/2/K-P-K,/data4/hfxie/Dataset/Interfaces/3OAA/2/K-P-P,1152,5788,3OAA
6OQS-1-J-7-4442,6OQS-1-a-8-10392,/data4/hfxie/Dataset/Interfaces/6OQS/1/J-a-J,/data4/hfxie/Dataset/Interfaces/6OQS/1/J-a-a,4442,10392,6OQS
8DBV-1-X-7-4441,8DBV-1-a-8-10392,/data4/hfxie/Dataset/Interfaces/8DBV/1/X-a-X,/data4/hfxie/Dataset/Interfaces/8DBV/1/X-a-a,4441,10392,8DBV
4C6T-1-A-1-6379,4C6T-1-B-2-4979,/data4/hfxie/Dataset/Interfaces/4C6T/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4C6T/1/A-B-B,6379,4979,4C6T
6GW6-1-A-1-1317,6GW6-1-B-2-11072,/data4/hfxie/Dataset/Interfaces/6GW6/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6GW6/1/A-B-B,1317,11072,6GW6
7ANK-1-A-1-3481,7ANK-1-B-2-6535,/data4/hfxie/Dataset/Interfaces/7ANK/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7ANK/1/A-B-B,3481,6535,7ANK
5LS6-1-A-1-11047,5LS6-1-B-2-6004,/data4/hfxie/Dataset/Interfaces/5LS6/1/A-B-A,/data4/hfxie/Dataset/Interfaces/5LS6/1/A-B-B,11047,6004,5LS6
5LS6-1-A-1-11047,5LS6-1-C-3-5826,/data4/hfxie/Dataset/Interfaces/5LS6/1/A-C-A,/data4/hfxie/Dataset/Interfaces/5LS6/1/A-C-C,11047,5826,5LS6
8VMI-1-N-4-9505,8VMI-1-C-5-11047,/data4/hfxie/Dataset/Interfaces/8VMI/1/N-C-N,/data4/hfxie/Dataset/Interfaces/8VMI/1/N-C-C,9505,11047,8VMI
7Z84-1-C-4-6656,7Z84-1-B-5-3920,/data4/hfxie/Dataset/Interfaces/7Z84/1/C-B-C,/data4/hfxie/Dataset/Interfaces/7Z84/1/C-B-B,6656,3920,7Z84
7P63-1-G-3-3306,7P63-1-C-4-6656,/data4/hfxie/Dataset/Interfaces/7P63/1/G-C-G,/data4/hfxie/Dataset/Interfaces/7P63/1/G-C-C,3306,6656,7P63
